Efector,Area,Tipo de Dispositivo,SO,Procesador,RAM,Disco,Conexion,V.de conexion,Rango Ip,Mac,Inventario,Fecha,Scoring Procesador,F. Cant. RAM,F. Tipo RAM
B. Acosta,Recepcion,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 8GB,HDD 1 TB,Cableada,1gb,10.254.68.44,B0:83:FE:AA:AC:68,,5 septiembre,3509,8GB,DIMM
B. Acosta,Office,Notebook Positivo BGH,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,SODIMM DDR3 4GB,SSD 120 GB,Cableada,,10.254.68.54,80:fa:5b:a1:a2:79,,5 septiembre,4307,4GB,SODI
Ceibo,Consultorio 3 ,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.62.18,d4:5d:df:08:74:ef,,8 septiembre,1215,4GB,SODI
Ceibo,Consultorio 2,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.62.22,6c:24:08:6d:fe:3b,,8 septiembre,15758,8GB,SODI
Ceibo,Recepcion,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.62.19,d4:5d:df:08:77:48,,8 septiembre,1215,4GB,SODI
Ceibo,Jefatura,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.62.17,6c:24:08:6d:fa:23,,8 septiembre,15758,8GB,SODI
Ceibo,Enfermeria,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.62.23,54:b2:03:05:5f:95,,8 septiembre,1215,4GB,SODI
Ceibo,Consultorio 1,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 8GB,HDD 1 TB,Cableada,1Gb,10.254.62.14,b0:83:fe:aa:ac:59,,8 septiembre,3509,8GB,DIMM
Arcuri,Despacho,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1 Gb/s,10.254.118.1,04:7B:CB:42:81:5C,,9 septiembre,7199,8GB,SODI
Arcuri,Enfermeria,Mini PC Lenovo,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 4GB,SSD 120 GB,inalambrico,400 Mb/s,10255118104,F0:03:8C:B8:9B:B3,,9 septiembre,7199,4GB,SODI
Arcuri,Recepcion,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,inalambrico,400 Mb/s,10255118100,A8:93:4A:DE:ED:E3,,9 septiembre,7199,8GB,SODI
Arcuri,Consultorio 2,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1 Gb/s,10.254.118.2,D4:5D:DF:08:77:68,,9 septiembre,1215,4GB,SODI
Arcuri,Consultorio 1,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1 Gb/s,10.254.118.3,D4:5D:DF:08:76:41,,9 septiembre,1215,4GB,SODI
Llobera,Recepcion,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,1Gb,1025458108,B0:83:fe:b2:18:b5,,9 septiembre,3509,4GB,DIMM
Llobera,Clin. Medica,Mini PC Lenovo,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.58.102,08:3A:88:6C:88:49,,9 septiembre,7199,8GB,SODI
Llobera,Pediatria PA,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.58.100,,,9 septiembre,7199,8GB,SODI
Llobera,Jefatura PA,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,inalambrico,,10.254.58.100,80:c5:f2:2f:66:4d,,9 septiembre,1215,4GB,SODI
Llobera,Odontologia PA,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.58.100,,,9 septiembre,7199,8GB,SODI
Llobera,Ginecologia PA,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.58.110,08:3A:88:6C:7F:96,,9 septiembre,7199,8GB,SODI
Llobera,Recepcion enf.,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,SSD 500 GB,Cableada,1Gb,10.254.58.107,40:8D:5C:9A:CE:D5,,9 septiembre,2017,6GB,DIMM
Llobera,Oftalmologia,Mini PC Lenovo,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,10.254.58.106,08:3A:88:6C:7C:04,,9 septiembre,7199,8GB,SODI
Llobera,Enfermeria,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.58.109,40:8D:5C:9A:CC:12,,9 septiembre,2017,6GB,DIMM
Marcelino,Gineco,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.61,F4:4D:30:AD:86:09,,9 septiembre,5476,8GB,DIMM
Marcelino,SUM,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,100mb,10.254.22.73,F4:4D:30:AD:83:8B,,9 septiembre,5476,8GB,DIMM
Marcelino,Jefatura,Desktop ,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.22.62,B8:97:5A:D9:3C:1B,,9 septiembre,4119,4GB,DIMM
Marcelino,Jefatura (ahora en nutricion),Notebook,Microsoft Windows 10 Pro,"
Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz",DIMM DDR3 4GB,HDD 500 GB,inalambrica,1Gb,,F0:76:1C:1F:7D:91,,9 septiembre,1655,4GB,DIMM
Marcelino,Trabajo social,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.22.55,F4:4D:30:AD:F5:A8,,9 septiembre,5476,8GB,DIMM
Marcelino,Gineco,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.22.63,4C:CC:6A:F8:D1:0E,,9 septiembre,4307,4GB,DIMM
Marcelino,Pediatria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,SSD 120 GB,Cableada,1Gb,10.254.22.53,F4:4D:30:AD:83:DF,,9 septiembre,5476,8GB,DIMM
Marcelino,Enfermeria,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.54,F4:4D:30:AD:85:C6,,9 septiembre,5476,8GB,DIMM
Marcelino,Recepcion,Exo All in One,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,DIMM DDR4 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.36,F4:4D:30:AD:F7:B1,,9 septiembre,5476,8GB,DIMM
Marcelino,Recepcion,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.35,40:8D:5C:9A:C3:41,,9 septiembre,2017,4GB,DIMM
Marcelino,Consultorio,desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.22.70,E0:3F:49:55:B0:3F,,9 septiembre,2459,6GB,DIMM
DAP,Jefatura Laura,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100mb,10.254.22.48,08:BF:B8:1D:DE:C6,,9 septiembre,15982,8GB,DIMM
DAP,Jefatura Victoria,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.22.40,08:BF:B8:1B:3E:C0,,9 septiembre,15982,8GB,DIMM
DAP,Serv. Social,Desktop ,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 6GB,SSD 120 GB,Cableada,1Gb,10.254.22.59,60:02:92:B2:E2:54,,9 septiembre,3509,6GB,DIMM
DAP,Serv. Social,Desktop ,Microsoft Windows 10 Pro,"	Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz",DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.46,E0:3F:49:55:B4:55,,9 septiembre,2459,4GB,DIMM
DAP,RRHH,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.22.31,40:8D:5C:9A:CE:BA,,9 septiembre,2017,4GB,DIMM
DAP,RRHH,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.22.44,B0:83:FE:AA:DA:8A,,9 septiembre,2459,4GB,DIMM
DAP,PC Isla con impresora,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.45,D4:5D:DF:08:76:33,,9 septiembre,2017,4GB,DIMM
DAP,PC Isla con impresora,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.22.67,40:8D:5C:9A:C2:F0,,9 septiembre,2017,6GB,DIMM
DAP,PC Isla con impresora,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4  8GB,SSD 120 GB,Cableada,1Gb,10.254.22.64,40:8D:5C:9A:C2:F9,,9 septiembre,1215,8GB,SODI
DAP,Mesa 2,desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.22.50,E0:3F:49:55:B4:6A,,9 septiembre,2459,6GB,DIMM
DAP,Mesa 2,,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,DIMM DDR3 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.43,D0:27:88:90:6B:A3,,9 septiembre,3329,8GB,DIMM
DAP,mesa 2,Notebook,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-3427U CPU @ 1.80GHz,DIMM DDR3 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.71,08:9E:01:2E:CC:CD,,9 septiembre,2249,8GB,DIMM
DAP,Facturacion,Dell Inc. Mini Tower OptiPlex 3020,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,DIMM DDR3 4GB,HDD 1 TB,Cableada,1Gb,,,,9 septiembre,3509,4GB,DIMM
DAP,Facturacion,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4  8GB,HDD 500 GB,Cableada,1Gb,10.254.22.34,D4:5D:DF:08:77:49,,9 septiembre,1215,8GB,SODI
DAP,Facturacion,Desktop,Microsoft Windows 10 Pro,"	AMD A10-9700 RADEON R7, 10 COMPUTE CORES 4C+6G",DIMM DDR3 8GB,HDD 500 GB,Cableada,1Gb,10.254.22.49,70:85:C2:81:8F:41,,9 septiembre,3540,8GB,DIMM
DAP,Oficina de Programas,Lenovo Notebok 20NES15F00,Microsoft Windows 10 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,SSD 500 GB,Cableada,1Gb,,,,9 septiembre,3733,8GB,SODI
DAP,Compras,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.38,D4:5D:DF:08:75:91,,9 septiembre,1215,4GB,SODI
DAP,Compras,desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 6GB,SSD 120 GB,Cableada,100mb,10.254.22.37,E0:3F:49:55:B0:43,,9 septiembre,2459,6GB,DIMM
DAP,Compras,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.68,40:8D:5C:9A:C3:0B,,9 septiembre,2017,4GB,DIMM
DAP,Compras,Lenovo Notebok 20NES15F00,Microsoft Windows 10 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,SSD 500 GB,inalambrica,,,,,9 septiembre,3733,8GB,SODI
DAP,Guardada,Lenovo Notebok 20NES15F00,Microsoft Windows 10 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,SSD 500 GB,inalambrica,,,,,9 septiembre,3733,8GB,SODI
DAP,Farmacia Fondo PC,Desktop,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.51,E0:3F:49:55:B0:3E,,9 septiembre,2459,4GB,DIMM
DAP,Farmacia PC Fondo Ventana,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.22.42,D4:5D:DF:08:76:2B,,9 septiembre,1215,4GB,SODI
DAP,Farmacia depósito ,Desktop ,Microsoft Windows 7 Professional,Intel(R) Pentium(R) CPU G2030 @ 3.00GHz,DIMM DDR3 4GB,HD 320 GB,,,10.254.22.47,E0:3F:49:55:B4:73,,9 septiembre,1765,4GB,DIMM
DAP,Farmacia fondo notebook,LENOVO,Microsoft Windows 10 Pro,"
Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz",SODIMM DDR3 4GB,HDD 500 GB,Cableada,1Gb,10.254.22.60,F0:76:1C:1E:9B:30,,9 septiembre,1655,4GB,SODI
Geriatrico,Recepcion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.50.119.16,08:bf:b8:1e:03:7b,,10 Septiembre,15982,8GB,DIMM
Geriatrico,Enfermeria,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.45,08:bf:b8:1d:e2:91,,10 Septiembre,15982,8GB,DIMM
Geriatrico,Administracion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.3,08:BF:B8:1B:3E:BF,,11 Septiembre,15982,8GB,DIMM
Geriatrico,Facturacion,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.34,08:3A:88:6C:58:FA,,11 Septiembre,7270,8GB,SODI
Geriatrico,Trabajo social, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,,10.254.119.48,54:B2:03:04:2C:70,,11 Septiembre,2629,4GB,SODI
Geriatrico,Escritorio abogada,Kelix,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-10105 CPU @ 3.70GHz,DIMM DDR4 8GB,SSD 250 GB,Cableada,100Mb,10.254.119.53,D8:BB:C1:63:E9:1C,,11 Septiembre,8223,8GB,DIMM
Geriatrico,Compras,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.119.38,6C:24:08:6D:F9:A5,,11 Septiembre,15758,8GB,SODI
Geriatrico,Jefatura,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.119.36,6C:24:08:B9:C1:C4,,11 Septiembre,9195,8GB,SODI
Geriatrico,RR.HH (nutricion),Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.17,08:BF:B8:1D:E4:43,,11 Septiembre,15982,8GB,DIMM
Geriatrico,RR.HH, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,10Mb,10.254.119.2,54:B2:03:04:30:BE,,11 Septiembre,2629,4GB,SODI
Geriatrico,Cordinacion consultorios,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.254.119.33,6C:24:08:B9:C4:49,,11 Septiembre,9195,8GB,SODI
Geriatrico,RR.HH 2,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.254.119.31,6C:24:08:6A:81:9E,,11 Septiembre,15758,8GB,SODI
Geriatrico,Biblioteca,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.50.119.17,6C:24:08:B9:CB:88,,11 Septiembre,9195,8GB,SODI
Geriatrico,gimnasio,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,wifi,400Mb,10255119162,B0:3C:DC:ED:B5:B6,,11 Septiembre,9195,8GB,SODI
Geriatrico,Centro de día,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.25,08:BF:B8:1B:3E:BC,,11 Septiembre,15982,8GB,DIMM
Geriatrico,Centro de día 2,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.41,08:BF:B8:1B:3F:13,,11 Septiembre,15982,8GB,DIMM
Geriatrico,Micro cine, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1Gb,10.254.119.29,54:B2:03:04:2A:D0,,11 Septiembre,2629,4GB,SODI
Geriatrico,Farmacia Ventanilla,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,,10.254.119.5,6C:24:08:B9:C7:2C,,11 Septiembre,9195,8GB,SODI
Geriatrico,Farmacia , CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,1Gb,10.254.119.52,54:B2:03:04:2A:C5,,11 Septiembre,2629,4GB,SODI
Geriatrico,Farmacia ,desktop,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G4500 @ 3.50GHz,DIMM DDR3 4GB,HDD 1 TB,,,Sin red por el momento,4C:CC:6A:4A:AA:73,,11 Septiembre,2799,4GB,DIMM
Geriatrico,C.Ext Cons3 ,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.119.20,08:3A:88:6C:A1:69,,11 Septiembre,7270,8GB,SODI
Geriatrico,C.Ext Cons1, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100Mb,10.254.119.47,54:B2:03:04:2C:6F,,11 Septiembre,2629,4GB,SODI
Geriatrico,Enfermeria 1piso,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.50.119.15,6C:24:08:B9:C5:B3,,11 Septiembre,9195,8GB,SODI
Geriatrico,Enfermeria 2 1piso,Lenovo Desktop 10AX0061AS,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130T CPU @ 2.90GHz,SODIMM DDR3 4GB,HDD 500 GB,Cableada,100Mb,10.50.119.20,00:23:24:72:FC:A6,,11 Septiembre,2896,4GB,SODI
Geriatrico,C.Ext Cons2, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,SSD 120 GB,Cableada,100Mb,10.254.119.43,54:B2:03:04:2C:BD,,11 Septiembre,2629,4GB,SODI
Geriatrico,Medicos 1 piso,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,100Mb,10.254.119.7,6C:24:08:B9:C7:46,,11 Septiembre,9195,8GB,SODI
Geriatrico,C.Ext Enfermeria, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,100Mb,10.254.119.44,54:B2:03:04:2C:6E,,11 Septiembre,2629,4GB,SODI
Geriatrico,Medicos 1 piso 2,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.119.23,08:3A:88:6C:5E:54,,11 Septiembre,7270,8GB,SODI
Geriatrico,C.Ext Recepcion 1,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100Mb,10.254.119.18,08:BF:B8:1D:DE:9D,,11 Septiembre,15982,8GB,DIMM
Geriatrico,C.Ext Recepcion 2,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.119.26,6C:24:08:77:30:B4,,11 Septiembre,15758,8GB,SODI
Geriatrico,Recepcion laboratorio,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,100Mb,10.254.119.22,08:BF:B8:1D:DC:B9,,11 Septiembre,15982,8GB,DIMM
Geriatrico,Laboratorio,,,,,,,,10.254.119.42,08:b:b8:33:07:aa,,11 Septiembre,,,
Geriatrico,Enfermeria PB mostrador,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,wifi,400Mb,10255119159,b0:3c:dc:ee:28:de,,11 Septiembre,9195,8GB,SODI
Geriatrico,Enfermeria Mostrador 2,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HDD 500 GB,Cableada,1Gb,10.254.119.12,D4:5D:DF:08:77:16,,11 Septiembre,1215,4GB,SODI
Bignone,Consultorio 3,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.64.110,08:bf:b8:1d:df:8f,,10 Septiembre,15982,8GB,DIMM
Bignone,Recepcion,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,,10.254.64.107,6C:24:08:6A:75:A0,,11 Septiembre,15758,8GB,SODI
Bignone,Recepcion,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.64.108,C8:7F:54:AC:BF:FF,,11 Septiembre,15982,8GB,DIMM
Bignone,Consultorio 2 ,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1GB,10.254.64.103,6C:24:08:B9:C8:C6,,11 Septiembre,9195,8GB,SODI
